English,French,Ewondo - AGLC,Prefixe nominal,Word: mot,Prefixe,Stem: radical de base,Suffixe,Nominal class,Gender,Part of speech,Notes
blunder,bavure,tɔ́n (a-/mə-),a-/më-,tòn,,tòn,ø,cl5/cl6,Gender-3,nom,
mistake,faute,vǔs (e-/bi-),e-/bi-,vus,,vus,ø,cl7/cl8,Gender-4,nom,
bazaar,bazar,zitwâd (ø-/ø-),ø-/ø-,zitwad,,zitwad,ø,cl9/cl10,Gender-5,nom,
retail,commerce au détails,mimya (a-/a-),a-/a-,mi-mya,mi,-mya,ø,cl5/cl5,Gender-3f,nom,
commotion,remue-ménage,bizamanda (ø-/ø-),ø-/ø-,bizamand-a,,bizamand-,a,cl9/cl10,Gender-5,nom,
thrashing,raclée,bom (e-/bi-),e-/bi-,bom,,bom,ø,cl7/cl8,Gender-4,nom,
shop,boutique,fatsilá (e-/bi-),e-/bi-,fatsila,,fatsila,ø,cl7/cl8,Gender-4,nom,
beagle,beagle,mvú (ø-/ø-),ø-/ø-,mvu,,mvu,ø,cl9/cl10,Gender-5,nom,
gap,béance,yômbo (mə-/mə-),më-/më-,yom-bo,,yom-,bo,cl6/cl6,Gender-5,nom,
gaping,béant,yômbo (mə-/mə-),më-/më-,yom-bo,,yom-,bo,cl6/cl6,Gender-5,nom,
opening,ouverture,yómbo (a-/mə-),a-/më-,yom-bo,,yom-,bo,cl5/cl6,Gender-3,nom,
to gape,béant (être),tə́ge (a-/mə-),a-/më-,tëg-e,,tëg-,e,cl5/cl6,Gender-3,nom,
blissful,béat,zə̌m (a-/a-),a-/a-,zëm,,zëm,ø,cl5/cl5,Gender-3f,nom,
radiant,épanoui,fom (m̀-/min-),m-/min-,fom,,fom,ø,cl3/cl4,Gender-2,nom,
beatification,béatification,fúbu (e-/bi-),e-/bi-,fub-u,,fub,u,cl7/cl8,Gender-4,nom,
bliss,béatitude,vag (a-/mə-),a-/më-,vag,,vag,ø,cl5/cl6,Gender-3,nom,
beautiful,beau,ngəlɛs (é-/bi-),e-/bi-,ngëlès,,ngëlès,ø,cl7/cl8,Gender-4,nom,
goodness,bonté,mvya (ø-/ø-),ø-/ø-,mvya,,mvya,ø,cl9/cl10,Gender-5,nom,
beauty,beauté,bəŋ (a-/mə-),a-/më-,bëṅ,,bëṅ,ø,cl5/cl6,Gender-3,nom,
splendor,splendeur,bolo (a-/mə-),a-/më-,bol-o,,bol-,o,cl5/cl6,Gender-3,nom,
sumptuousness,somptuosité,sǐm (a-/mə-),a-/më-,sim,,sim,ø,cl5/cl6,Gender-3,nom,
grandeur,grandeur,ǐn (dz-/by-),dz-/by-,in,,in,ø,cl5a/cl8a,Gender-4a,nom,
delight,délice,bá (e-/bi-),e-/bi-,ba,,ba,ø,cl7/cl8,Gender-4,nom,
enjoyment,jouissance,lɔm (e-/bi-),e-/bi-,lòm,,lòm,ø,cl7/cl8,Gender-4,nom,
controversy,polémique,tótóg (e-/bi-),e-/bi-,to-tog,to,-tog,ø,cl7/cl8,Gender-4,nom,
pleasure,plaisir,vəŋ (e-/bi-),e-/bi-,vëṅ,,vëṅ,ø,cl7/cl8,Gender-4,nom,
well-being,bien-être,yíliga (e-/bi-),e-/bi-,yil-ig-a,,yil-,ig-a,cl7/cl8,Gender-4,nom,
elegant,élégant,zazú (e-/bi-),e-/bi-,zaz-u,,zaz-,u,cl7/cl8,Gender-4,nom,
kindness,bonté,bəmbə (m̀-/min-),m-/min-,bëm-b-ë,,bëm-,b-ë,cl3/cl4,Gender-2,nom,
benevolence,bienveillance,bəŋ (m̀-/min-),m-/min-,bëṅ,,bëṅ,ø,cl3/cl4,Gender-2,nom,
amiability,amabilité,fəmbə (m̀-/min-),m-/min-,fëm-b-ë,,fëm-,b-ë,cl3/cl4,Gender-2,nom,
satisfaction,satisfaction,fyəg (m̀-/min-),m-/min-,fyëg,,fyëg,ø,cl3/cl4,Gender-2,nom,
magnificence,magnificence,sim (ǹ-/min-),n-/min-,sim,,sim,ø,cl3/cl4,Gender-2,nom,
good-looking,beau à voir,bá (e-/bi-),e-/bi-,ba,,ba,ø,cl7/cl8,Gender-4,nom,
eloquent speech,beau langage,mvyə́ŋ (e-/bi-),e-/bi-,mvyëṅ,,mvyëṅ,ø,cl7/cl8,Gender-4,nom,
very midst,beau milieu,ngan (ø-/ø-),ø-/ø-,ngan,,ngan,ø,cl9/cl10,Gender-5,nom,
drum,tambour,ngɔm (ø-/ø-),ø-/ø-,ngòm,,ngòm,ø,cl9/cl10,Gender-5,nom,
cover,abri,bəmbá (a-/mə-),a-/më-,bëm-b-a,,bëm-,b-a,cl5/cl6,Gender-3,nom,
absent,absent,dəm (e-/bi-),e-/bi-,dëm,,dëm,ø,cl7/cl8,Gender-4,nom,
addition,addition,báán (m̀-/min-),m-/min-,ba-an,,ba-,an,cl3/cl4,Gender-2,nom,
union,union,lad (e-/bi-),e-/bi-,lad,,lad,ø,cl7/cl8,Gender-4,nom,
clever,adroit,kǎ (ø-/ø-),ø-/ø-,ka,,ka,ø,cl9/cl10,Gender-5,nom,
address,addresse,tɔbɔgɔ (e-/bi-),e-/bi-,tòb-ò-g-ò,,tòb-,ò-g-ò,cl7/cl8,Gender-4,nom,
airport,aéroport,sə́ŋ avyǒŋ (ǹ-/min-),n-/min-,sëṅ avyoṅ,,sëṅ avyoṅ,ø,cl3/cl4,Gender-2,nom,
things,affaires,am (dz-/m-),dz-/m-,am,,am,ø,cl5a/cl6a,Gender-3b,nom,
age,âge,kala (o-/a-),o-/a-,kal-a,,kal-,a,cl11/cl5,Gender-8,nom,
rough,agité,nyənyam (e-/bi-),e-/bi-,nyë-nyam,nyë,-nyam,ø,cl7/cl8,Gender-4,nom,
help,aider,kǎn (ǹ-/min-),n-/min-,kan,,kan,ø,cl3/cl4,Gender-2,nom,
needle,aiguille,ondɔndɔ (ø-/bə-),ø-/bë-,ondò-ndò,,ondò-,ndò,cl9/cl2,Gender-6,nom,
wing,aile,fǎb (a-/mə-),a-/më-,fab,,fab,ø,cl5/cl6,Gender-3,nom,
wing of the insect,aile d'insecte,vulá (e-/bi-),e-/bi-,vul-a,,vul-,a,cl7/cl8,Gender-4,nom,
air,air,fəb (ø-/ø-),ø-/ø-,fëb,,fëb,ø,cl9/cl10,Gender-5,nom,
food,aliment,kondá (a-/mə-),a-/më-,kond-a,,kond-,a,cl5/cl6,Gender-3,nom,
box,boîte,ndə́g (ø-/ø-),ø-/ø-,ndëg,,ndëg,ø,cl9/cl10,Gender-5,nom,
bulb,ampoule,tótób (e-/bi-),e-/bi-,tot-ob,,tot-,ob,cl7/cl8,Gender-4,nom,
year,année,bú (m̀-/min-),m-/min-,bu,,bu,ø,cl3/cl4,Gender-2,nom,
old,ancien,yóŋ (e-/bi-),e-/bi-,yoṅ,,yoṅ,ø,cl7/cl8,Gender-4,nom,
donkey,âne,ózəle (ø-/ø-),ø-/ø-,ozël-e,,ozël-,e,cl9/cl10,Gender-5,nom,
donkey,âne,dzagás (e-/bi-),e-/bi-,dzagas,,dzagas,ø,cl7/cl8,Gender-4,nom,
animal,animal,tsíd (ø-/ø-),ø-/ø-,tsid,,tsid,ø,cl9/cl10,Gender-5,nom,
fish,poisson,kɔ̌s (ø-/ø-),ø-/ø-,kòs,,kòs,ø,cl9/cl10,Gender-5,nom,
bird,oiseau,nɔ́n (o-/a-),o-/a-,nòn,,nòn,ø,cl11/cl5,Gender-8,nom,
fly,mouche,lɔ̌ (ǹ-/min-),n-/min-,lò,,lò,ø,cl3/cl4,Gender-2,nom,
snake,serpent,nyɔ́l (ø-/bə-),ø-/bë-,nyòl,,nyòl,ø,cl9/cl2,Gender-6,nom,
goat,chèvre,kábad (ø-/bə-),ø-/bë-,kabad,,kabad,ø,cl9/cl2,Gender-6,nom,
camera,appareil photo,fóda (ø-/bə-),ø-/bë-,fod-a,,fod-,a,cl9/cl2,Gender-6,nom,
leaves,feuilles,kíé (ø-/mə-),ø-/më-,kie,,kie,ø,cl9/cl6,Gender-7,nom,
branchs,branche,təm (ǹ-/min-),n-/min-,tëm,,tëm,ø,cl3/cl4,Gender-2,nom,
trunk,tronc,kug (ǹ-/min-),n-/min-,kug,,kug,ø,cl3/cl4,Gender-2,nom,
bark,l'écorce,bab (e-/bi-),e-/bi-,bab,,bab,ø,cl7/cl8,Gender-4,nom,
roots,racines,kǎŋ (ǹ-/min-),n-/min-,kaṅ,,kaṅ,ø,cl3/cl4,Gender-2,nom,
silver,argent,sílíba (ø-/bə-),ø-/bë-,silib-a,,silib-,a,cl9/cl2,Gender-6,nom,
money,argent,mɔni (ø-/bə-),ø-/bë-,moni,,moni,ø,cl9/cl2,Gender-6,nom,
bad-smelling of animals,odeur nauséabonde d'animaux,tud (a-/mə-),a-/më-,tud,,tud,ø,cl5/cl6,Gender-3,nom,
leavent,ferment,byəg (ø-/ø-),ø-/ø-,byëg,,byëg,ø,cl9/cl10,Gender-5,nom,
musty smell,odeur de moisissures,vud (a-/mə-),a-/më-,vud,,vud,ø,cl5/cl6,Gender-3,nom,
fart smelling,odeur de pet,bɔs (e-/bi-),e-/bi-,bòs,,bòs,ø,cl7/cl8,Gender-4,nom,
sight,vue,sɔman (ǹ-/miǹ-),n-/min-,sòm-an,,sòm-,an,cl3/cl4,Gender-2,nom,
egg,œuf,kǐ (a-/mə-),a-/më-,ki,,ki,ø,cl5/cl6,Gender-3,nom,
vulture,vautour,wonga (e-/bi-),e-/bi-,wong-a,,wong-,a,cl7/cl8,Gender-4,nom,
foot,patte,bɔ (a-/mə-),a-/më-,bò,,bò,ø,cl5/cl6,Gender-3,nom,
beak,bec,sɔŋ (ǹ-/miǹ-),n-/min-,sòṅ,,sòṅ,ø,cl3/cl4,Gender-2,nom,
wing,aile,fab (a-/mə-),a-/më-,fab,,fab,ø,cl5/cl6,Gender-3,nom,
feather,plume,sie (a-/mə-),a-/më-,sie,,sie,ø,cl5/cl6,Gender-3,nom,
shadow,préombre,da (bi-/bi-),bi-/bi-,da,,da,ø,cl8/cl8,Gender-4b,nom,
shade,ombre,sísím (ǹ-/min-),n-/min-,si-sim,si,-sim,ø,cl3/cl4,Gender-2,nom,
shading,ombrage,vúvoe (e-/bi-),e-/bi-,vu-voe,vu,-voe,ø,cl7/cl8,Gender-4,nom,
darkness,obscurité,íbi (d-/d-),d-/d-,ibi,,ibi,ø,cl5c/cl5c,Gender-3g,nom,
uncertainty,incertitude,dzidzin (e-/bi-),e-/bi-,dzi-dzin,dzi,-dzin,ø,cl7/cl8,Gender-4,nom,
gold,or,mvɔ́d (ø-/mə-),ø-/më-,mvòd,,mvòd,ø,cl9/cl6,Gender-7,nom,
order,ordre,bíndá (ø-/ø-),ø-/ø-,binda,,binda,ø,cl9/cl10,Gender-5,nom,
bone,os,vɛ̌s (e-/bi-),e-/bi-,vès,,vès,ø,cl7/cl8,Gender-4,nom,
tool,outil,bəlan (e-/bi-),e-/bi-,bël-an,,bëlë-,an,cl7/cl8,Gender-4,nom,
page,page,bɔ́i (ø-/ø-),ø-/ø-,bòi,,bòi,ø,cl9/cl10,Gender-5,nom,
straw,paille,kúnuŋa (e-/bi-),e-/bi-,kunuṅ-a,,kunuṅ-,a,cl7/cl8,Gender-4,nom,
bread,pain,fə́mbé (ø-/ø-),ø-/ø-,fëmbe,,fëmbe,ø,cl9/cl10,Gender-5,nom,
fly over,survoler,yəǹəsə (a),a,yën-ë-s-ë,,yën-,ë-s-ë,VERB_INF,VERB_INF,VERB_INF,
add,additionner,bag (a),a,bag,,bag,ø,VERB_INF,VERB_INF,VERB_INF,
butcher,dépecer,baii (a),a,bai-i,,ba-,i,VERB_INF,VERB_INF,VERB_INF,
likely to injure,suceptible de blesser,balan (a),a,bal-an,,bal-,an,VERB_INF,VERB_INF,VERB_INF,
to wound each other,se blesser mutuellement,balan (a),a,bal-an,,bal-,an,VERB_INF,VERB_INF,VERB_INF,
hurt,blesser,bali (a),a,bal-i,,bal-,i,VERB_INF,VERB_INF,VERB_INF,
act of giving form,action de donner une forme,bami (a),a,bam-i,,bam-,i,VERB_INF,VERB_INF,VERB_INF,
likely to split,susceptible de se fendre,basan (a),a,bas-an,,bas-,an,VERB_INF,VERB_INF,VERB_INF,
look at,regarder,bəbə (a),a,bë-bë,,bë-,bë,VERB_INF,VERB_INF,VERB_INF,
divide,morceller,bəg (a),a,bëg,,bëg,ø,VERB_INF,VERB_INF,VERB_INF,
char,calciner,bəgəle (a),a,bëg-ël-e,,bëg-,ël-ë,VERB_INF,VERB_INF,VERB_INF,
cook,cuire,bele (a),a,bel-e,,bel-,e,VERB_INF,VERB_INF,VERB_INF,
bringing of,action de déposer,bəme (a),a,bëm-e,,bëm-,e,VERB_INF,VERB_INF,VERB_INF,
give out,lotir,bənge (a),a,bëng-e,,bëng-,e,VERB_INF,VERB_INF,VERB_INF,
able to attack,capable d'attaquer,bian (a),a,bi-an,,bi-,an,VERB_INF,VERB_INF,VERB_INF,
act of follow,action de suivre,bie (a),a,bi-e,,bi-,e,VERB_INF,VERB_INF,VERB_INF,
do,faire,bɔ (a),a,bo,,bo,ø,VERB_INF,VERB_INF,VERB_INF,
do,acter,bɔ (a),a,bo,,bo,ø,VERB_INF,VERB_INF,VERB_INF,
conduct,faire,bɔ (a),a,bo,,bo,ø,VERB_INF,VERB_INF,VERB_INF,
conduct,acter,bɔ (a),a,bo,,bo,ø,VERB_INF,VERB_INF,VERB_INF,
act of dabble,action de tâter,bobo (a),a,bob-o,,bob-,o,VERB_INF,VERB_INF,VERB_INF,
prick,piquer,bəm (a),a,bëm,,bëm,ø,VERB_INF,VERB_INF,VERB_INF,
bark,aboyer,bon (a),a,bon,,bon,ø,VERB_INF,VERB_INF,VERB_INF,
hide by covering,cacher en couvrant,budi (a),a,bud-i,,bud-,i,VERB_INF,VERB_INF,VERB_INF,
be covered up,être caché,budu (a),a,bud-u,,bud-,u,VERB_INF,VERB_INF,VERB_INF,
be able to break,capable de briser (se),buguban (a),a,bug-ub-an,ub-an,-bug,ø,VERB_INF,VERB_INF,VERB_INF,
roast,braiser,bum (a),a,bum,,bum,ø,VERB_INF,VERB_INF,VERB_INF,
rush,se précipiter,bumi (a),a,bum-i,,bum-,i,VERB_INF,VERB_INF,VERB_INF,
catch,capturer,bi (a),a,bi,,bi,ø,VERB_INF,VERB_INF,VERB_INF,
contempt,outrager,byandi (a),a,byandi,,byandi,ø,VERB_INF,VERB_INF,VERB_INF,
throb,palpiter,dagaba (a),a,dag-ab-a,,dag-,ab-a,VERB_INF,VERB_INF,VERB_INF,
palpate,palper,bob (a),a,bob,,bob,ø,VERB_INF,VERB_INF,VERB_INF,
frame,cadrer,bod (a),a,bod,,bod,ø,VERB_INF,VERB_INF,VERB_INF,
get lost,se perdre,dimi (a),a,dim-i,,dim-,i,VERB_INF,VERB_INF,VERB_INF,
lie down,être couché,dzogogobo (a),a,dzog-og-ob-o,,dzog-,og-ob-o,VERB_INF,VERB_INF,VERB_INF,
pronounce,prononcer,fala (a),a,fal-a,,fal-,a,VERB_INF,VERB_INF,VERB_INF,
hope,avoir de l'espoir,fidi (a),a,fid-i,,fid-,i,VERB_INF,VERB_INF,VERB_INF,
erase,effacer,dim (a),a,dim,,dim,ø,VERB_INF,VERB_INF,VERB_INF,
erase,éteindre,dim (a),a,dim,,dim,ø,VERB_INF,VERB_INF,VERB_INF,
off,effacer,dim (a),a,dim,,dim,ø,VERB_INF,VERB_INF,VERB_INF,
off,éteindre,dim (a),a,dim,,dim,ø,VERB_INF,VERB_INF,VERB_INF,
to be clean,être propre,fub (a),a,fub,,fub,ø,VERB_INF,VERB_INF,VERB_INF,
purify,purifier,fubu (a),a,fub-u,,fub-,u,VERB_INF,VERB_INF,VERB_INF,
clean,purifier,fubu (a),a,fub-u,,fub-,u,VERB_INF,VERB_INF,VERB_INF,
look like,ressembler à,fulan (a),a,ful-an,,ful-,an,VERB_INF,VERB_INF,VERB_INF,
hit,cogner,kəg (a),a,këg,,këg,ø,VERB_INF,VERB_INF,VERB_INF,
lose weight,maigrir,kod (a),a,kod,,kod,ø,VERB_INF,VERB_INF,VERB_INF,
quit,quitter,kodo (a),a,kod-o,,kod-,o,VERB_INF,VERB_INF,VERB_INF,
draw,puiser,lab (a),a,lab,,lab,ø,VERB_INF,VERB_INF,VERB_INF,
pout,Faire la moue,nyəg (a),a,nyëg,,nyëg,ø,VERB_INF,VERB_INF,VERB_INF,
wade,patauger,nyəgədə (a),a,nyëg-ëd-ë,,nyëg-,ëd-ë,VERB_INF,VERB_INF,VERB_INF,
complain,imputer,sɔman (a),a,som-an,,som-,an,VERB_INF,VERB_INF,VERB_INF,
wipe,se torcher,timan (a),a,tim-an,,tim-,an,VERB_INF,VERB_INF,VERB_INF,
choose,choisir,tɔb (a),a,tob,,tob,ø,VERB_INF,VERB_INF,VERB_INF,
choose,élire,tɔb (a),a,tob,,tob,ø,VERB_INF,VERB_INF,VERB_INF,
elect,choisir,tɔb (a),a,tob,,tob,ø,VERB_INF,VERB_INF,VERB_INF,
elect,élire,tɔb (a),a,tob,,tob,ø,VERB_INF,VERB_INF,VERB_INF,
seat,s'assoire,tɔbɔ (a),a,tob-o,,tob-,o,VERB_INF,VERB_INF,VERB_INF,
follow,suivre,tɔǹ (a),a,ton,,ton,ø,VERB_INF,VERB_INF,VERB_INF,
hull,écosser,tɔs (a),a,tos,,tos,ø,VERB_INF,VERB_INF,VERB_INF,
alive,respirer,vəbə (a),a,vëb-ë,,vëb-,ë,VERB_INF,VERB_INF,VERB_INF,
play,jouer,voe (a),a,voe,,voe,ø,VERB_INF,VERB_INF,VERB_INF,
fit,raccorder,wɔǹ (a),a,won,,won,ø,VERB_INF,VERB_INF,VERB_INF,
scratching,démanger,yaan (ø),ø,ya-an,,ya-,an,VERB_INF,VERB_INF,VERB_INF,
turn,virer,yala (a),a,yal-a,,yal-,a,VERB_INF,VERB_INF,VERB_INF,
copulate,acte de fécondation,yam (a),a,yam,,yam,ø,VERB_INF,VERB_INF,VERB_INF,
fry,faire frire,yaǹ (a),a,yan,,yan,ø,VERB_INF,VERB_INF,VERB_INF,
fly,voler,yələ (a),a,yël-ë,,yël-,ë,VERB_INF,VERB_INF,VERB_INF,
be stuck,être coincé,yələ (a),a,yël-ë,,yël-,ë,VERB_INF,VERB_INF,VERB_INF,
claim a debt,reclamer (un dû),yəm (a),a,yëm,,yëm,ø,VERB_INF,VERB_INF,VERB_INF,
become familiar with,se familiariser avec,yəman (a),a,yëm-an,,yëm-,an,VERB_INF,VERB_INF,VERB_INF,
to have develop a bad habit,avoir developpé une manie,yəməle (a),a,yëm-ël-e,,yëm-,ël-e,VERB_INF,VERB_INF,VERB_INF,
float,flotter,yəǹ (a),a,yën,,yën,ø,VERB_INF,VERB_INF,VERB_INF,
pamper,Chérir,yəǹə (a),a,yën-ë,,yën-,ë,VERB_INF,VERB_INF,VERB_INF,
burn out,se consumer,yɔǹ (a),a,yon,,yon,ø,VERB_INF,VERB_INF,VERB_INF,
hang on,s'accrocher,faba (a),a,fab-a,,fab-,a,VERB_INF,VERB_INF,VERB_INF,
arch,cabrer (animaux) (se),tə́bə (a),a,tëb-ë,,tëbë-,ë,VERB_INF,VERB_INF,VERB_INF,
arch,cabrer (se),ngáǹalan (a),a,ngan-al-an,,ngan-,al-an,VERB_INF,VERB_INF,VERB_INF,
devote,consacrer à (se),dzɔ̌ (a),a,dzò,,dzò,ø,VERB_INF,VERB_INF,VERB_INF,
Preserve,conserver,baala (a),a,baal-a,,baal-,a,VERB_INF,VERB_INF,VERB_INF,
drink,consommer,nyú (a),a,nyu,,nyu,ø,VERB_INF,VERB_INF,VERB_INF,
Consider,considérer,bəbə (a),a,bë-bë,,bë-,bë,VERB_INF,VERB_INF,VERB_INF,
consign,consigner,líg (a),a,lig,,lig,ø,VERB_INF,VERB_INF,VERB_INF,
Conspire,conspirer,lám (a),a,lam,,lam,ø,VERB_INF,VERB_INF,VERB_INF,
Comfort,consoler,ləle (a),a,lël-e,,lël-,e,VERB_INF,VERB_INF,VERB_INF,
Notice,constater,big (a),a,big,,big,ø,VERB_INF,VERB_INF,VERB_INF,
Notice a lack,constater une absence,sɔg (a),a,sòg,,sòg,ø,VERB_INF,VERB_INF,VERB_INF,
Contant,consteller,myagala (a),a,myag-al-a,,myag-,al-a,VERB_INF,VERB_INF,VERB_INF,
Consolidate,consolider,wono (a),a,won-o,,won-,o,VERB_INF,VERB_INF,VERB_INF,
strengthen,consolider (se),wonobo (a),a,won-ob-o,,won-,ob-o,VERB_INF,VERB_INF,VERB_INF,
dismay,consterner,dzug (a),a,dzug,,dzug,ø,VERB_INF,VERB_INF,VERB_INF,
Constitue,constituer,bələ (a),a,bël-ë,,bël-,ë,VERB_INF,VERB_INF,VERB_INF,
Infect,contaminer,kalan (a),a,kal-an,,kal-,an,VERB_INF,VERB_INF,VERB_INF,
dismay,consterné (être),somó (a),a,som-o,,som-,o,VERB_INF,VERB_INF,VERB_INF,
build,construire,bími (a),a,bim-i,,bim-,i,VERB_INF,VERB_INF,VERB_INF,
contemplate,contempler,bəbə (a),a,bëb-ë,,bëb-,ë,VERB_INF,VERB_INF,VERB_INF,
contemplate,contempler (se),bəban (a),a,bëb-an,,bëb-,an,VERB_INF,VERB_INF,VERB_INF,
Contain,contenir,bán (a),a,ban,,ban,ø,VERB_INF,VERB_INF,VERB_INF,
content,contenter,bán (a),a,ban,,ban,ø,VERB_INF,VERB_INF,VERB_INF,
contact,contacter,bi (a),a,bi,,bi,ø,VERB_INF,VERB_INF,VERB_INF,
relate,conter,kani (a),a,kan-i,,kan-,i,VERB_INF,VERB_INF,VERB_INF,
continue,continuer,səbəg (a),a,sëb-ëg,,sëb-,ëg,VERB_INF,VERB_INF,VERB_INF,
continue to,continuer à,toŋ (a),a,toṅ,,toṅ,ø,VERB_INF,VERB_INF,VERB_INF,
remain in existance,continuer d'exister,laŋan (a),a,laṅ-an,,laṅ-,an,VERB_INF,VERB_INF,VERB_INF,
contract,contracter,bi (a),a,bi,,bi,ø,VERB_INF,VERB_INF,VERB_INF,
contract,contracter (se),kánga (a),a,kang-a,,kang-,a,VERB_INF,VERB_INF,VERB_INF,
quota,contingenter,kab (a),a,kab,,kab,ø,VERB_INF,VERB_INF,VERB_INF,
be continuous,continu (être),tság (a),a,tsag,,tsag,ø,VERB_INF,VERB_INF,VERB_INF,
force,contraindre,nɔd (a),a,nòd,,nòd,ø,VERB_INF,VERB_INF,VERB_INF,
forcing onself,contraindre (se),suŋ (a),a,suṅ,,suṅ,ø,VERB_INF,VERB_INF,VERB_INF,
upset,contrarier,báli (a),a,bal-i,,bal-,i,VERB_INF,VERB_INF,VERB_INF,
forge,contrefaire,kob (a),a,kob,,kob,ø,VERB_INF,VERB_INF,VERB_INF,
contibute,contribuer,syé (a),a,sye,,sye,ø,VERB_INF,VERB_INF,VERB_INF,
sadden,contrister,dzug (a),a,dzug,,dzug,ø,VERB_INF,VERB_INF,VERB_INF,
check,contrôler,bəbə (a),a,bë-bë,,bë-,bë,VERB_INF,VERB_INF,VERB_INF,
check,contrôler,bigili (a),a,big-il-i,,big-,il-i,VERB_INF,VERB_INF,VERB_INF,
agree,convenir,yíli (a),a,yil-i,,yil-,i,VERB_INF,VERB_INF,VERB_INF,
suit,convenir à,yî (a),a,yi,,yi,ø,VERB_INF,VERB_INF,VERB_INF,
merge,converger,tóban (a),a,tob-an,,tob-,an,VERB_INF,VERB_INF,VERB_INF,
controversialize,controverser,fɛdan (a),a,fèd-an,,fèd-,an,VERB_INF,VERB_INF,VERB_INF,
talk,converser,kadan (a),a,kad-an,,kad-,an,VERB_INF,VERB_INF,VERB_INF,
convert,convertir,dudu (a),a,dud-u,,dud-,u,VERB_INF,VERB_INF,VERB_INF,
convince,convaincre,dzóan (a),a,dzo-an,,dzo-,an,VERB_INF,VERB_INF,VERB_INF,
invite,convier,bánda (a),a,ban-da,,ban-,da,VERB_INF,VERB_INF,VERB_INF,
user-friendly,convivialiser,mgbaan (a),a,mgba-an,,mgba-,an,VERB_INF,VERB_INF,VERB_INF,
covote,convoiter,dzə́ŋ (a),a,dzëṅ,,dzëṅ,ø,VERB_INF,VERB_INF,VERB_INF,
coordinate,coordonner,lɔ̂ban (a),a,lòb-an,,lòb-,an,VERB_INF,VERB_INF,VERB_INF,
call,convoquer,bánda (a),a,banda,,banda,ø,VERB_INF,VERB_INF,VERB_INF,
convey,convoyer,bəgə́ (a),a,bëg-ë,,bëg-,ë,VERB_INF,VERB_INF,VERB_INF,
copy,copier,kob (a),a,kob,,kob,ø,VERB_INF,VERB_INF,VERB_INF,
convulse,convulser,fás (a),a,fas,,fas,ø,VERB_INF,VERB_INF,VERB_INF,
cooperate,coopérer,ka (a),a,ka,,ka,ø,VERB_INF,VERB_INF,VERB_INF,
co-opt,coopter,ván (a),a,van,,van,ø,VERB_INF,VERB_INF,VERB_INF,
copulate,copuler,bəlan (a),a,bël-an,,bël-,an,VERB_INF,VERB_INF,VERB_INF,
braid,cordeler,vaŋ (a),a,vaṅ,,vaṅ,ø,VERB_INF,VERB_INF,VERB_INF,
string,corder,láŋan (a),a,laṅ-an,,laṅ-,an,VERB_INF,VERB_INF,VERB_INF,
coordinate,cordonner,vaŋ (a),a,vaṅ,,vaṅ,ø,VERB_INF,VERB_INF,VERB_INF,
coordinate,cordonner (du fil),fen (a),a,fen,,fen,ø,VERB_INF,VERB_INF,VERB_INF,
guide,cornaquer,léde (a),a,led-e,,led-,e,VERB_INF,VERB_INF,VERB_INF,
corner,corner,bom (a),a,bom,,bom,ø,VERB_INF,VERB_INF,VERB_INF,
coroner,coroner,fulús (a),a,fulus,,fulus,ø,VERB_INF,VERB_INF,VERB_INF,
match,correspondre,fulan (a),a,ful-an,,ful-,an,VERB_INF,VERB_INF,VERB_INF,
tally with,correspondre à,bəbə (a),a,bë-bë,,bë-,bë,VERB_INF,VERB_INF,VERB_INF,
correct,corriger,bi (a),a,bi,,bi,ø,VERB_INF,VERB_INF,VERB_INF,
correct oneself,corriger (se),tsénde (a),a,tsend-e,,tsend-,e,VERB_INF,VERB_INF,VERB_INF,
confirm,corroborer,yə́bə (a),a,yëb-ë,,yëb-,ë,VERB_INF,VERB_INF,VERB_INF,
corrode,corroder,dí (a),a,di,,di,ø,VERB_INF,VERB_INF,VERB_INF,
get corrup,corrompre (se),bub (a),a,bub,,bub,ø,VERB_INF,VERB_INF,VERB_INF,
corrupt each other,corrompre mutuellement (se),bɔlan (a),a,bòl-an,,bòl-,an,VERB_INF,VERB_INF,VERB_INF,
correlate,corréler,tóban (a),a,tob-an,,tob-,an,VERB_INF,VERB_INF,VERB_INF,
make up,cosmétiquer,sî (a),a,si,,si,ø,VERB_INF,VERB_INF,VERB_INF,
rate,coter,kaŋ (a),a,kaṅ,,kaṅ,ø,VERB_INF,VERB_INF,VERB_INF,
contribute,cotiser,sui (a),a,su-i,,su-,i,VERB_INF,VERB_INF,VERB_INF,
to be close to,côtoyer,dzomolo (a),a,dzom-ol-o,,dzom-,ol-o,VERB_INF,VERB_INF,VERB_INF,
dress up,costumer,bɔ́dɔ (a),a,bòd-ò,,bòd-,o,VERB_INF,VERB_INF,VERB_INF,
sleep around,couchailler,bómbo (a),a,bomb-o,,bomb-,o,VERB_INF,VERB_INF,VERB_INF,
argot,couillonner,dug (a),a,dug,,dug,ø,VERB_INF,VERB_INF,VERB_INF,
squeak,couiner,kəg (a),a,këg,,këg,ø,VERB_INF,VERB_INF,VERB_INF,
flow,couler,kúbi (a),a,kub-i,,kub-,i,VERB_INF,VERB_INF,VERB_INF,
slide,coulisser,sende (a),a,send-e,,send-,e,VERB_INF,VERB_INF,VERB_INF,
bent,couder,vúd (a),a,vud,,vud,ø,VERB_INF,VERB_INF,VERB_INF,
